Stadt, Temperatur"München, DE","{'temp': 15.38, 'temp_max': 16.36, 'temp_min': 14.77, 'feels_like': 15.3, 'temp_kf': None}""München, DE","{'temp': 15.46, 'temp_max': 16.36, 'temp_min': 14.77, 'feels_like': 15.39, 'temp_kf': None}""München, DE","{'temp': 9.77, 'temp_max': 10.59, 'temp_min': 5.89, 'feels_like': 9.77, 'temp_kf': None}"
"München, DE","{'temp': 9.15, 'temp_max': 9.76, 'temp_min': 7.52, 'feels_like': 7.41, 'temp_kf': None}"
"München, DE","{'temp': -5.12, 'temp_max': -2.79, 'temp_min': -8.2, 'feels_like': -7.48, 'temp_kf': None}"
